Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
21,121,1,4.7,1,0,0,0,0,0,0
38,42,2,0.7,3,137,0,0,0,1,0
24,32,4,1.8,1,109,0,0,0,1,0
3,29,4,0.8,1,135,0,0,0,1,0
12,40,2,1.1,2,0,0,1,0,0,1
36,25,3,0.3,3,0,0,0,0,1,1
5,21,4,0.4,2,89,0,0,0,0,1
23,79,3,0.7,2,151,0,0,0,1,0
22,52,2,2.1,3,221,0,0,0,0,0
34,61,4,1.7,2,229,0,0,0,0,0
31,25,2,0.2,1,0,0,0,0,0,0
8,155,1,7.4,3,0,1,0,0,0,0
29,25,2,0.4,1,0,0,0,0,1,0
24,80,4,4.9,1,0,0,0,0,1,0
3,55,4,1.7,2,0,0,0,0,1,1
17,23,2,0.0,3,0,0,0,0,0,0
9,60,1,1.2,1,0,0,0,0,1,1
14,54,2,0.7,1,0,0,0,0,0,0
6,44,4,0.8,1,0,0,0,0,0,0
16,33,4,0.0,2,0,0,0,0,1,0
27,45,2,2.0,2,121,0,0,0,0,1
35,55,4,1.67,3,89,0,0,0,1,1
24,134,1,5.0,1,0,0,0,0,0,1
21,44,3,0.6,2,0,0,0,0,1,0
0,149,2,7.2,1,154,0,0,0,0,0
38,22,2,0.2,3,0,0,1,0,0,0
14,74,3,2.33,2,0,0,0,0,1,0
18,128,4,5.3,1,84,1,0,0,0,0
36,62,4,2.2,1,0,0,0,0,0,0
37,9,1,0.1,1,94,0,0,0,0,0
21,9,2,0.7,3,0,0,0,0,1,0
11,15,2,0.3,2,119,0,0,0,0,0
5,28,4,0.8,1,0,0,0,0,0,0
18,83,3,0.5,3,0,0,0,0,0,1
22,73,1,0.8,3,117,0,0,0,0,0
26,42,4,1.1,2,151,0,0,0,1,0
27,34,2,0.7,2,114,0,0,0,1,1
3,32,3,1.0,2,0,0,0,0,0,0
9,68,1,2.8,1,0,0,0,0,1,0
24,82,1,2.9,1,267,0,0,0,1,0
26,19,2,0.7,2,0,0,0,0,0,1
11,60,2,2.8,1,181,0,0,0,0,1
27,192,1,1.7,1,601,0,0,0,1,0
29,119,3,2.0,1,0,1,1,1,0,0
3,190,2,4.5,1,0,0,0,0,1,0
11,34,1,1.5,2,0,0,0,0,0,0
6,44,4,0.2,1,0,0,1,1,1,1
13,23,4,0.2,3,0,0,0,0,1,0
20,171,4,0.7,1,567,1,0,1,1,1
20,43,1,0.3,3,0,0,1,0,0,1
22,139,1,0.0,1,0,0,0,1,1,1
20,118,1,5.7,1,0,0,0,1,1,1
9,113,3,0.8,3,0,1,0,0,1,0
32,98,3,3.9,3,0,1,0,0,0,0
24,70,1,2.9,1,0,0,0,0,0,1
32,42,2,2.1,3,0,0,0,0,1,0
10,143,1,8.6,1,0,0,0,0,1,1
20,185,3,2.7,1,0,1,0,0,1,0
14,28,4,0.4,2,100,0,0,0,1,0
33,45,3,1.5,1,181,0,1,1,1,1
10,78,1,2.6,2,0,0,0,0,0,0
3,121,2,1.3,1,0,0,0,0,0,0
32,59,1,1.6,1,0,0,0,0,1,0
16,64,4,2.67,1,0,0,1,0,1,0
26,15,2,0.0,1,114,0,0,0,1,0
36,10,1,0.1,1,0,0,0,0,0,0
20,61,2,0.4,3,0,0,0,0,0,0
31,50,4,1.5,1,0,0,0,0,1,0
10,79,4,2.1,3,0,0,1,0,1,0
34,35,1,0.2,1,0,0,0,0,1,0
3,11,4,0.5,3,0,0,0,0,0,0
19,128,1,4.7,1,0,0,0,0,1,0
36,55,3,0.9,3,0,0,0,0,1,1
22,79,3,0.7,2,0,0,0,0,1,0
39,18,2,0.4,1,0,0,1,1,1,1
19,91,2,1.7,2,0,0,1,0,1,0
11,9,4,0.2,3,0,0,0,0,0,1
20,62,2,2.2,3,0,0,0,0,1,0
34,59,1,1.6,1,231,0,0,0,1,0
22,25,1,0.1,1,148,0,0,0,1,0
7,54,4,1.3,1,0,0,1,0,1,0
23,112,1,5.1,2,86,1,1,1,1,0
8,125,1,0.0,1,0,0,0,0,1,1
23,194,4,8.3,2,0,1,0,0,0,1
32,161,1,5.8,3,0,1,1,0,0,0
33,35,1,0.2,1,171,0,0,0,0,0
30,113,2,2.7,1,352,0,0,0,0,1
4,25,2,0.3,2,0,0,0,0,0,0
29,45,3,2.0,3,0,0,0,0,1,0
13,119,2,7.8,1,221,0,0,0,0,0
22,30,4,0.4,2,115,0,0,0,1,1
29,79,4,3.8,2,0,0,1,0,1,0
9,178,1,0.8,3,0,1,0,0,0,0
16,23,2,0.3,2,118,0,0,0,0,0
23,171,2,1.4,1,284,0,0,0,1,1
19,74,4,1.9,3,0,0,0,0,0,0
18,103,3,1.0,1,180,0,0,0,1,1
7,99,1,4.0,1,0,0,0,0,1,0
2,43,4,1.3,3,0,0,0,0,1,1
25,23,4,0.4,3,88,0,0,0,0,0
17,91,1,0.1,2,199,0,0,0,1,1
29,93,1,2.7,2,256,0,0,0,1,0
6,154,1,6.0,1,0,0,0,0,0,0
40,21,3,0.1,3,0,0,0,0,0,1
18,65,2,2.2,3,0,0,0,0,1,0
32,15,1,0.1,2,0,0,0,0,1,0
0,52,3,2.6,3,159,0,0,0,0,0
10,30,3,1.3,1,0,0,1,1,1,1
26,42,1,1.6,2,0,0,0,0,1,0
10,20,4,0.3,1,97,0,0,0,1,0
8,60,4,2.2,2,0,0,0,0,0,1
6,54,4,1.8,3,167,0,0,0,0,0
25,60,4,2.6,1,97,0,0,0,1,0
25,41,3,1.0,2,0,0,0,0,1,0
39,30,3,0.7,2,0,0,0,0,1,1
24,21,2,1.0,2,0,0,0,0,1,0
13,105,1,0.8,2,0,0,0,0,0,1
11,65,3,2.8,1,240,0,0,0,1,0
41,20,2,0.4,1,80,0,0,0,0,0
6,179,3,4.9,1,142,1,0,0,1,0
38,161,1,2.9,1,0,0,1,1,1,1
17,82,1,3.7,3,0,0,0,0,1,0
22,43,1,1.2,2,112,0,0,0,1,0
36,61,2,2.8,1,0,0,0,0,0,0
6,90,4,1.8,3,0,0,1,0,0,0
24,90,1,2.6,2,334,0,0,0,1,0
39,21,2,0.4,1,0,0,0,0,0,0
1,118,1,5.4,1,0,0,0,0,1,1
30,44,2,2.0,2,0,0,0,0,1,0
37,110,1,4.1,3,0,1,0,0,0,0
5,99,4,1.8,2,268,0,0,0,0,0
17,98,3,1.1,1,0,0,0,0,0,0
4,69,3,0.7,2,80,0,0,0,1,0
11,82,3,0.9,2,218,0,0,0,1,1
3,112,3,2.5,1,389,0,1,0,1,0
38,123,1,2.9,1,0,0,0,0,0,0
24,78,1,2.67,2,0,0,0,0,1,0
30,59,3,0.8,1,159,0,1,0,1,0
30,78,3,1.7,2,0,0,0,0,0,0
19,49,4,1.9,3,89,0,0,0,1,0
19,82,3,2.67,2,0,0,0,0,0,0
32,125,3,0.6,1,342,1,0,1,1,1
30,185,1,2.9,1,0,0,0,0,0,0
33,163,1,7.4,1,0,0,0,0,1,0
6,19,4,1.1,3,104,0,0,1,1,1
41,115,4,1.7,2,0,0,0,0,0,0
7,81,2,2.0,2,0,0,0,1,1,1
10,93,1,2.8,3,0,0,0,0,1,0
30,111,4,0.3,1,372,1,1,1,1,0
27,184,1,8.1,1,0,0,0,0,0,0
18,50,4,2.2,2,0,0,0,0,0,0
30,55,3,1.7,1,0,0,0,0,0,1
24,13,1,0.4,3,101,0,1,0,0,0
25,29,4,0.1,1,0,0,0,0,1,1
2,72,4,2.6,1,0,0,0,0,1,0
7,83,1,2.6,2,0,0,1,0,0,1
29,98,1,0.1,3,0,0,0,0,0,0
24,43,4,0.1,1,0,0,0,0,1,0
33,34,1,0.2,1,0,0,0,0,1,0
36,10,4,0.4,2,0,0,0,0,1,0
19,201,2,6.67,1,0,0,1,0,1,0
14,85,3,1.2,3,107,0,0,0,1,1
26,50,3,1.4,3,0,0,0,0,0,0
14,91,2,0.0,1,0,0,0,0,1,0
2,112,2,2.0,1,241,0,0,0,1,0
17,98,2,0.4,1,275,0,0,0,1,0
18,115,1,0.3,1,0,0,0,0,0,0
26,22,4,0.5,2,112,0,0,0,1,0
30,101,3,1.7,2,0,0,0,0,0,1
18,83,2,3.8,3,112,0,0,0,0,0
35,52,3,0.5,2,0,0,0,0,0,0
16,191,3,4.8,2,0,1,1,1,1,0
33,134,4,0.9,1,198,1,0,0,1,0
24,54,1,1.6,2,186,0,0,0,1,0
11,69,3,2.1,1,0,0,1,0,0,0
32,64,3,1.6,3,0,0,0,0,1,0
32,53,4,1.67,3,142,0,0,0,0,0
9,118,2,6.0,3,246,1,0,1,1,1
13,19,2,1.4,2,120,0,0,0,0,1
28,31,2,0.4,3,0,0,0,0,0,0
21,63,1,0.8,3,245,0,0,0,1,1
15,25,1,1.4,3,0,0,0,0,0,0
19,22,1,0.2,1,0,0,0,0,1,0
38,78,1,1.8,3,0,0,0,0,0,0
19,81,1,0.3,1,218,0,0,0,1,0
6,41,1,2.4,2,0,0,0,0,1,0
10,62,3,2.3,1,0,0,0,0,0,0
34,35,1,1.2,3,0,0,0,0,1,0
19,30,1,0.6,3,0,0,0,0,1,0
29,51,3,1.0,2,0,0,0,0,1,0
2,140,2,2.0,1,0,0,0,0,1,0
39,73,3,2.4,1,185,0,0,0,0,0
39,40,4,1.2,2,0,0,0,0,1,0
20,69,1,0.8,3,0,0,0,0,1,1
9,191,1,4.8,3,0,1,0,1,1,1
24,82,3,3.0,2,0,0,0,0,1,0
25,181,1,3.3,3,589,1,1,1,1,0
4,38,1,1.9,3,0,0,0,0,1,0
31,23,2,0.2,1,0,0,0,0,1,0
33,55,1,1.8,3,0,0,0,0,1,0
19,58,2,3.2,1,0,0,0,0,1,0
36,29,2,0.5,2,0,0,0,0,1,0
23,39,4,2.6,1,0,0,0,0,0,0
28,39,3,1.9,2,83,0,0,1,1,1
33,30,3,1.5,1,151,0,1,0,1,0
23,58,4,2.0,3,0,0,0,0,1,1
28,62,1,1.8,3,231,0,0,0,1,0
15,62,4,2.4,1,86,0,0,0,0,0
34,19,1,1.2,3,0,0,0,0,0,0
12,38,1,1.5,2,0,0,0,0,0,0
21,84,4,2.0,3,0,0,0,0,1,1
5,78,1,2.6,2,0,0,0,0,1,0
25,22,4,0.2,1,83,0,0,0,1,0
20,81,4,2.0,3,277,0,0,0,1,0
17,32,3,0.5,2,0,0,0,0,1,0
18,89,4,0.8,1,184,0,0,0,0,0
4,121,2,3.3,1,0,0,0,0,1,0
2,42,1,1.5,1,0,0,0,0,1,1
24,130,1,1.0,1,0,0,0,0,0,0
19,30,4,0.0,2,0,0,0,0,1,0
26,114,1,4.9,1,0,0,0,0,0,0
4,155,1,6.33,1,0,0,0,0,0,0
38,50,2,1.1,1,0,0,0,0,0,1
10,34,1,1.5,2,111,0,0,0,0,1
20,94,3,0.5,3,0,0,0,0,1,0
26,114,2,2.4,2,0,0,0,0,0,0
18,89,3,0.5,3,108,0,0,0,0,1
24,49,1,1.4,3,0,0,0,0,1,0
38,115,1,2.0,1,0,0,0,0,1,1
3,148,1,1.5,1,397,0,0,0,1,1
17,72,4,1.1,2,203,0,0,0,0,1
2,114,4,2.1,3,0,0,0,0,1,0
22,11,2,0.0,1,78,0,0,0,0,0
13,63,4,0.2,3,242,0,0,0,0,0
3,113,2,0.2,1,0,0,0,0,1,1
13,80,2,1.8,1,0,0,0,0,1,0
15,54,3,0.5,3,0,0,0,0,1,1
11,32,2,1.4,3,0,0,1,0,1,0
17,11,1,1.0,1,0,0,0,0,0,0
19,141,1,2.4,1,0,0,0,0,1,0
26,84,3,3.0,2,0,0,0,0,1,0
33,18,3,0.1,2,110,0,0,0,1,0
5,20,2,0.3,1,0,0,0,0,0,0
1,55,4,1.7,2,175,0,0,0,1,0
7,31,4,0.4,2,79,0,0,0,0,0
17,114,2,0.4,1,0,0,0,0,0,0
31,52,3,2.0,2,0,0,1,1,1,1
28,18,1,0.3,1,120,0,0,0,1,0
35,55,1,1.8,3,0,0,1,0,0,0
8,29,1,0.2,3,76,0,0,0,1,1
22,30,3,0.5,1,0,0,0,0,0,0
28,38,2,0.8,1,0,0,0,0,0,1
5,122,2,3.1,1,0,0,0,0,0,0
8,183,1,6.0,1,0,0,0,0,0,0
11,41,1,2.4,2,0,0,0,0,0,0
24,38,1,1.4,3,0,0,0,0,0,0
30,61,1,1.8,3,0,0,0,0,1,0
32,103,3,4.0,3,0,1,0,0,0,0
22,80,2,2.4,2,0,0,0,0,1,0
2,22,1,0.1,2,0,0,0,0,1,0
17,128,2,3.25,2,0,1,0,0,0,1
4,142,3,4.2,1,359,1,0,0,0,0
20,124,1,4.7,1,0,0,0,0,1,1
4,44,1,1.9,3,143,0,0,0,0,0
23,170,2,6.5,2,0,1,0,1,1,1
39,75,4,0.1,2,0,0,0,1,1,1
21,78,3,2.0,2,0,0,0,0,1,1
38,31,1,1.1,3,125,0,0,0,1,0
0,99,1,1.9,1,323,0,0,0,0,0
36,41,2,1.5,1,0,0,0,0,0,0
21,39,4,0.0,2,0,0,0,0,1,0
31,51,1,1.4,1,0,0,0,0,1,1
15,52,3,0.8,3,113,0,0,0,1,0
19,169,3,5.67,3,167,1,0,1,0,1
5,141,1,0.8,1,0,0,0,0,1,0
17,93,4,0.8,1,218,0,0,0,0,0
15,14,3,1.0,2,0,0,1,0,0,0
39,160,2,2.1,1,0,0,0,0,1,1
17,44,1,0.2,1,0,0,1,1,1,0
34,33,3,0.2,1,0,0,1,0,0,0
20,103,4,4.8,3,0,1,0,0,1,0
3,71,4,1.8,3,236,0,0,0,0,0
29,55,1,0.2,1,151,0,0,0,1,0
12,113,4,0.2,1,0,1,0,0,0,0
20,79,3,2.0,2,185,0,1,0,0,0
33,80,2,0.7,2,0,0,0,0,1,0
12,179,2,0.0,1,380,0,0,0,0,0
17,9,2,0.0,3,0,0,0,0,0,0
3,61,4,2.0,2,0,0,0,0,1,0
38,111,2,3.9,1,207,0,1,1,1,1
35,80,3,0.5,1,0,0,0,0,1,0
37,32,3,0.2,1,0,0,1,0,0,1
23,83,1,0.3,1,0,0,0,0,1,1
33,91,4,1.9,2,329,0,0,0,0,0
10,29,4,1.0,1,0,0,0,0,1,1
19,19,3,0.67,2,0,0,0,0,1,0
8,52,2,1.0,2,0,0,0,0,0,1
24,150,1,7.3,1,0,0,0,0,1,1
25,32,2,0.4,3,0,0,0,0,1,0
16,91,3,0.5,3,0,0,0,0,0,0
20,180,3,8.5,2,535,1,0,0,0,0
17,121,1,0.3,1,0,0,0,0,1,0
32,25,2,0.2,3,0,0,0,0,1,1
25,102,1,0.3,1,0,0,0,0,1,0
28,44,4,0.9,2,107,0,0,0,1,0
16,161,3,8.0,2,0,1,0,1,1,1
38,134,3,4.0,2,0,1,0,0,0,1
4,43,1,1.8,2,0,0,0,0,1,1
18,94,4,1.1,2,0,0,0,0,1,0
15,29,2,0.8,3,98,0,0,0,0,0
8,38,4,0.2,1,0,0,0,0,0,0
3,120,1,0.8,1,170,0,0,0,0,0
32,85,2,2.0,1,161,0,1,1,1,1
15,89,2,1.9,1,0,0,0,0,0,0
23,25,1,1.4,3,0,0,0,0,1,0
8,20,3,1.3,1,83,0,0,0,0,1
12,125,2,3.9,1,0,0,0,0,1,1
7,18,1,0.6,3,0,0,0,0,0,0
3,173,2,6.7,1,222,0,0,0,1,0
29,34,4,0.1,3,0,0,0,0,1,1
38,159,4,4.9,2,111,1,0,0,0,0
31,55,3,2.5,1,219,0,0,1,1,1
30,32,2,0.4,3,0,0,0,0,1,0
29,65,4,1.8,3,0,0,0,0,0,1
5,83,3,1.5,1,0,0,0,0,1,1
16,30,2,1.4,2,0,0,0,0,0,1
32,180,1,2.9,1,0,0,0,0,0,1
37,13,2,0.3,3,0,0,0,0,1,0
4,35,4,0.8,1,0,0,0,0,1,1
37,95,3,0.5,1,0,0,0,0,0,0
28,83,1,0.0,1,0,0,0,0,1,0
3,39,4,0.2,1,137,0,0,0,1,1
20,54,1,0.7,3,154,0,0,0,1,1
27,81,1,1.3,3,293,0,0,0,0,1
16,53,4,2.0,3,0,0,0,0,0,0
23,119,1,7.3,1,398,0,0,0,0,0
9,160,4,8.0,3,0,1,0,0,0,1
11,21,2,1.0,2,0,0,0,0,0,0
2,40,1,1.0,3,0,0,0,0,1,0
40,69,4,0.1,2,0,0,0,0,1,0
27,45,1,1.3,2,0,0,0,0,0,0
7,55,4,2.0,2,0,0,0,0,1,0
7,38,1,0.2,3,0,0,0,0,1,0
9,44,4,1.0,2,101,0,1,0,1,0
24,45,3,0.6,2,117,0,0,0,1,0
12,84,1,0.8,2,0,0,0,0,1,1
27,188,2,6.9,2,343,1,0,0,1,0
9,29,3,2.0,3,151,0,1,0,0,0
29,95,1,2.7,2,0,0,0,0,1,0
25,79,1,2.9,1,307,0,0,0,0,1
4,41,1,2.0,2,0,0,1,0,1,0
23,19,4,0.4,3,84,0,0,0,1,0
23,75,4,3.6,3,0,0,0,0,1,1
31,64,3,2.5,1,208,0,0,0,0,1
21,174,4,3.2,3,0,1,0,0,0,0
29,54,2,2.3,3,93,0,0,0,0,0
11,14,3,0.1,2,113,0,0,0,1,0
35,94,1,3.8,1,272,0,0,0,0,0
29,10,2,0.4,1,0,0,0,0,0,0
6,145,1,0.8,1,84,0,0,0,1,0
5,203,1,10.0,3,0,1,0,0,0,0
2,81,2,1.6,3,0,0,0,0,1,1
13,153,2,6.5,1,0,0,0,0,1,1
14,58,4,0.2,3,0,0,0,0,1,0
5,49,4,1.8,3,0,0,0,0,1,1
38,132,1,2.9,1,0,0,0,0,0,0
17,85,4,0.2,3,229,0,0,0,0,0
32,85,3,2.67,1,0,0,1,0,1,0
23,178,1,6.5,3,0,1,0,0,0,0
4,104,3,2.5,1,0,0,0,0,0,0
34,40,1,1.6,1,0,0,0,0,1,0
2,103,1,1.9,1,120,0,0,0,1,0
33,25,2,1.0,1,0,0,0,0,1,0
36,69,2,1.7,3,0,0,0,0,1,0
31,30,3,1.4,1,0,0,0,0,0,0
17,70,3,2.67,2,0,0,0,0,0,0
7,15,3,0.9,3,0,0,0,0,1,0
5,125,2,1.3,1,0,0,0,0,1,1
13,50,3,0.5,3,0,0,0,0,0,0
17,44,1,0.3,3,0,0,0,0,1,0
17,38,4,2.2,2,180,0,0,0,0,1
29,64,3,0.8,1,119,0,0,0,0,1
2,9,1,0.1,2,0,0,0,0,1,0
9,44,3,0.9,1,89,0,0,0,0,0
20,93,4,0.8,1,101,0,0,0,1,0
19,83,4,0.4,1,141,0,0,0,0,0
14,179,2,0.0,1,0,0,0,0,0,0
40,40,1,1.1,3,0,0,0,0,0,0
10,58,4,0.7,3,232,0,0,0,0,0
31,74,3,2.67,1,0,0,0,0,0,1
31,15,1,0.2,1,0,0,0,0,0,0
35,11,2,1.0,1,0,0,0,0,0,1
15,41,1,2.0,2,176,0,0,0,1,0
24,68,1,1.5,2,120,0,0,0,1,1
15,28,1,0.75,3,0,0,1,0,0,0
26,115,1,1.2,3,0,1,0,0,0,1
40,83,4,0.1,2,247,0,0,0,1,0
11,40,2,1.1,2,166,0,1,0,0,0
32,113,1,0.1,3,0,0,0,0,1,0
27,89,1,0.8,3,0,0,1,0,1,0
4,38,4,1.6,1,0,0,0,0,0,0
31,62,4,1.5,1,0,0,0,0,1,0
31,65,3,1.7,1,109,0,0,0,0,0
6,168,3,5.67,2,0,1,1,1,1,0
32,40,3,1.7,1,0,0,0,0,1,1
3,30,1,1.0,3,80,0,0,0,0,0
3,20,4,1.0,1,0,0,0,0,0,0
30,58,2,3.2,3,0,0,0,0,0,0
22,150,1,7.3,1,193,0,0,0,0,0
38,54,1,0.8,1,0,0,1,0,0,1
16,19,2,0.3,2,105,0,0,0,0,0
38,30,3,0.1,3,128,0,0,0,1,0
14,123,1,5.2,1,0,0,0,0,1,0
8,45,1,2.4,2,0,0,0,0,0,0
38,154,1,2.9,1,0,0,0,0,1,0
11,93,2,2.7,1,0,0,0,0,1,1
0,71,4,0.2,1,78,0,1,0,0,0
25,83,4,3.1,1,0,1,0,0,0,1
35,99,1,4.8,3,255,1,0,0,0,1
17,55,3,2.2,2,0,0,0,0,0,0
28,38,4,0.9,2,95,0,0,0,1,1
13,74,3,0.9,2,155,0,0,0,1,0
3,69,4,1.8,3,0,0,0,0,1,0
3,104,2,2.5,1,184,0,1,0,1,0
0,38,4,1.0,3,154,0,0,0,1,0
8,25,3,0.9,3,0,0,0,0,1,1
40,162,1,1.3,1,0,0,0,0,1,0
29,64,4,2.6,3,0,0,0,0,1,0
27,30,2,0.7,2,0,0,0,0,1,1
13,52,3,0.5,3,0,0,1,0,0,1
11,42,1,1.5,3,0,0,0,0,1,0
15,79,2,1.8,2,219,0,0,0,0,0
10,34,1,1.7,1,164,0,0,0,0,0
5,123,2,3.1,1,0,0,0,0,1,0
12,160,2,3.3,1,0,0,0,0,0,0
14,51,3,2.33,2,0,0,0,0,1,0
7,108,1,4.0,1,0,0,0,0,1,0
13,158,2,2.3,2,0,1,0,1,1,1
23,68,1,1.5,2,0,0,0,0,0,0
33,42,2,1.6,3,0,0,0,0,1,0
15,32,1,0.75,3,105,0,0,0,1,0
14,22,2,1.4,3,0,0,0,0,0,0
8,29,2,2.0,3,0,0,0,0,1,1
36,183,2,3.4,3,0,1,0,0,0,0
30,69,1,1.6,3,0,0,0,0,1,1
2,92,2,0.2,1,0,0,0,0,1,0
30,40,2,1.0,3,0,0,0,0,0,0
4,9,4,0.5,3,86,0,0,0,1,1
23,128,1,0.6,1,0,0,0,0,1,1
3,110,2,0.2,1,294,0,1,0,0,1
18,171,2,8.0,1,0,0,0,0,1,0
1,13,4,1.0,1,95,0,0,0,0,1
19,25,2,0.1,3,102,0,0,0,1,0
9,123,1,1.6,2,0,1,0,0,1,0
27,33,4,0.2,1,83,0,0,0,1,0
24,189,4,4.75,2,0,1,0,0,1,0
35,34,1,0.3,3,0,0,0,0,1,0
35,58,1,0.0,2,0,0,0,0,1,0
24,51,1,1.3,2,98,0,0,0,0,1
25,29,2,1.3,1,0,0,0,0,0,0
16,111,2,0.4,1,0,0,0,0,0,0
24,43,4,1.9,3,0,0,0,0,1,0
25,130,1,0.6,1,311,0,0,0,0,0
37,20,2,0.4,1,76,0,0,0,0,0
37,101,2,2.8,1,0,0,0,0,0,0
7,48,4,2.2,2,207,0,0,0,0,0
12,180,1,2.8,3,158,1,0,0,1,0
40,92,2,0.0,3,185,0,1,0,1,0
10,33,3,0.9,1,0,0,0,0,0,0
33,51,2,1.9,2,0,0,0,0,0,0
14,31,2,1.4,2,94,0,0,0,1,1
22,83,1,2.7,1,0,0,0,0,1,0
37,45,1,0.8,1,0,0,0,0,0,0
27,89,1,0.8,3,146,0,0,0,1,1
3,193,3,4.0,2,0,1,0,0,1,0
40,89,1,3.8,1,0,0,0,0,0,0
24,162,4,3.3,2,446,1,0,1,1,0
13,9,2,0.3,2,0,0,0,0,0,0
22,58,4,2.0,3,223,0,0,0,1,0
40,80,1,0.8,3,0,0,0,0,1,0
33,73,2,1.7,3,0,0,0,0,1,1
20,41,1,0.3,1,0,0,0,0,1,0
28,74,3,2.0,2,0,0,1,0,0,0
12,29,2,1.4,3,0,0,0,0,1,0
24,25,4,0.4,3,115,0,0,0,0,0
1,98,1,5.4,1,0,0,0,0,1,0
35,59,4,1.7,2,0,0,0,0,1,1
23,43,4,1.9,3,0,0,0,0,1,0
22,72,4,1.4,2,149,0,0,0,1,1
11,183,1,3.0,3,0,1,0,1,1,1
20,134,1,5.7,1,146,0,1,0,1,0
33,140,2,0.5,1,262,0,0,0,1,0
35,39,1,1.8,3,0,0,0,0,1,0
12,35,4,0.4,2,0,0,0,0,1,0
37,141,2,6.9,1,0,0,0,0,1,1
24,23,1,0.5,2,0,0,0,0,1,0
5,134,1,0.0,1,0,0,0,0,1,1
22,35,1,1.4,3,0,0,0,0,1,0
29,42,4,2.5,1,0,0,1,0,0,0
17,81,4,0.2,3,167,0,1,0,0,0
0,14,4,0.4,1,94,0,0,0,1,0
17,45,1,1.8,1,172,0,1,0,1,0
28,79,3,1.7,2,150,0,0,0,1,1
31,53,1,0.8,2,120,0,0,0,0,0
28,33,2,0.7,2,0,0,0,0,0,1
11,190,3,3.1,2,266,1,0,0,0,0
34,60,1,2.5,3,103,0,0,0,0,0
37,8,1,0.8,2,97,0,0,0,1,0
14,38,3,1.0,2,150,0,0,0,1,0
22,154,1,5.0,1,0,0,0,0,1,0
5,54,4,2.2,2,0,0,0,0,0,0
32,41,3,1.4,1,0,0,0,0,1,0
35,25,2,0.3,1,75,0,0,0,1,0
22,53,2,1.7,1,109,0,0,0,0,0
9,79,1,0.1,1,0,0,0,0,1,0
31,13,4,0.9,2,76,0,0,1,1,1
23,130,2,1.4,1,0,0,0,0,0,0
33,93,2,0.7,2,0,0,0,0,0,0
0,82,3,0.8,1,0,0,0,0,1,0
14,15,2,0.3,2,92,0,0,0,0,0
3,150,4,5.0,2,0,1,0,0,1,0
29,131,2,0.7,2,0,1,0,0,0,1
21,28,3,1.5,1,0,0,0,0,1,0
11,9,4,0.7,2,0,0,0,0,1,0
23,88,4,1.4,2,0,0,0,0,0,0
13,143,1,4.1,1,0,0,0,0,0,0
13,168,2,1.3,3,0,1,0,0,0,0
3,105,1,3.0,2,0,1,1,0,0,0
18,62,3,2.1,3,0,0,0,0,1,0
2,51,4,2.6,1,0,0,0,0,1,0
34,101,3,4.4,1,0,0,0,0,1,1
3,90,3,0.8,1,0,0,0,0,1,0
1,83,4,2.1,3,0,0,0,0,1,1
15,21,2,0.0,3,0,0,0,0,1,0
16,115,1,3.4,1,0,0,0,0,1,0
3,172,4,4.4,1,0,1,0,0,0,0
6,32,2,1.0,2,0,0,0,0,0,0
4,204,2,4.5,1,0,0,0,0,1,0
23,34,4,0.6,1,0,0,0,1,1,1
7,30,2,2.0,3,132,0,0,0,0,0
32,31,3,1.3,2,0,0,0,0,1,1
14,90,2,2.7,1,0,0,0,0,1,1
28,79,4,2.6,3,0,0,0,0,0,0
23,22,4,0.6,1,0,0,0,0,1,1
22,114,1,2.4,3,0,1,0,0,1,0
36,42,1,0.5,3,128,0,0,0,1,0
6,29,1,0.2,3,90,0,0,0,1,0
11,72,3,2.6,2,0,0,0,0,1,0
35,68,1,1.8,3,95,0,0,0,0,0
13,78,4,0.7,3,0,0,0,0,1,0
23,90,1,2.7,1,323,0,0,0,0,0
33,170,2,2.1,2,0,1,0,0,0,0
17,14,2,0.1,2,0,0,0,0,1,0
15,129,2,1.9,1,0,0,0,0,0,0
23,39,3,1.0,3,87,0,0,0,1,0
3,82,2,0.2,1,0,0,0,0,0,1
35,31,3,0.4,2,0,0,0,0,1,1
24,9,4,0.5,2,0,0,0,0,0,1
37,15,3,0.1,3,91,0,0,0,0,0
41,70,3,2.2,1,0,0,0,0,0,0
13,84,4,0.7,3,0,0,0,0,0,0
17,155,1,7.0,1,0,0,0,0,0,1
21,89,2,0.8,3,0,0,0,0,1,1
2,170,3,4.7,1,0,1,0,0,1,0
7,185,2,6.7,1,0,0,0,1,1,1
13,82,2,2.2,1,0,0,0,0,0,0
31,60,3,1.7,1,0,0,0,0,1,0
13,58,2,2.4,2,0,0,0,0,1,0
12,29,1,1.33,1,81,0,0,0,1,0
6,32,2,0.3,1,0,0,0,0,0,0
37,115,4,3.4,2,0,0,0,0,1,1
22,83,2,2.4,2,0,0,0,0,1,0
32,54,3,0.3,2,0,0,0,0,1,1
2,112,4,1.8,3,0,0,1,0,1,0
26,182,2,1.4,2,0,1,0,0,1,0
30,112,2,6.8,1,0,0,0,0,1,0
5,129,3,5.9,3,319,1,1,1,0,1
34,23,1,0.8,2,112,0,0,0,1,0
9,198,2,3.0,1,422,0,0,0,1,0
22,84,4,2.0,3,0,0,0,0,1,0
15,39,3,0.5,3,0,0,0,0,0,0
